Policy Number,Age,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Fuel Type,Losses
167589,24,7,2,F,Married,9,P,359.046212
164701,43,26,2,F,Single,15,P,161.068729
103695,24,6,2,M,Single,14,D,892.8377124
193147,69,51,2,M,Married,11,P,118.5701308
106133,24,5,2,M,Single,14,P,486.0783301
128453,40,22,2,M,Single,11,P,232.1852081
176531,28,11,2,M,Married,9,P,343.5043559
113734,54,35,2,F,Married,8,P,320.1108191
151007,25,8,2,M,Married,13,D,507.5708927
192662,69,52,2,M,Married,9,P,328.6760988
134143,63,44,2,F,Married,0,P,349.0543922
169120,44,25,2,M,Single,13,P,212.2804581
155682,23,5,2,M,Married,7,P,388.9859276
144160,59,38,2,M,Married,8,P,336.1798645
132619,20,2,2,F,Single,12,P,484.2490831
192977,20,3,2,M,Single,4,D,1099.181643
184032,59,41,2,M,Married,5,P,393.0023037
110912,67,49,2,F,Married,8,P,183.2906958
146639,25,7,2,M,Single,1,D,964.1886481
125344,63,46,2,M,Single,11,P,170.6091203
157046,16,0,2,M,Married,11,D,520.5728419
196249,23,5,2,F,Single,11,P,256.8265508
137912,42,22,2,M,Married,12,P,363.5707997
166383,31,11,2,F,Single,10,P,444.075263
183345,20,3,2,M,Married,6,D,795.5997796
158417,28,8,2,F,Single,3,D,665.8071197
108549,63,46,2,F,Single,9,P,351.5957984
137207,68,51,2,M,Married,6,P,143.5538933
162214,61,44,2,M,Single,7,P,136.1851032
119773,67,48,2,F,Married,7,P,196.3942623
155564,56,39,2,M,Single,10,D,530.0779528
174859,22,4,2,M,Married,9,D,553.6027214
118465,24,7,2,F,Single,8,D,723.358997
145288,65,44,2,F,Married,0,P,340.2747107
101479,17,0,2,M,Married,8,D,570.4028307
194925,60,43,2,F,Single,3,P,126.8795277
101557,23,4,2,M,Single,7,D,1191.530812
140917,55,35,2,M,Single,8,P,425.4967109
199527,20,2,2,F,Married,7,P,397.4623988
167025,55,37,2,F,Single,6,P,391.7506282
137086,53,33,2,F,Single,12,P,194.5732908
111475,39,22,2,F,Married,14,P,135.8245917
139086,45,27,2,F,Single,13,P,342.4931823
177629,58,38,2,M,Single,8,P,394.0867239
188394,40,23,2,M,Single,8,D,558.4147228
191455,70,51,2,F,Married,4,P,88.89470277
144572,64,45,2,F,Single,13,P,194.23594
128853,17,0,2,M,Married,14,D,761.9294278
194417,19,1,2,F,Single,12,P,423.6379873
188658,41,23,2,F,Single,8,P,415.6893802
151690,48,27,2,M,Single,11,P,215.8307792
131825,25,7,2,F,Single,14,P,382.5513738
108484,23,6,2,F,Married,6,P,432.1793564
187820,32,13,2,F,Single,3,D,541.3010963
118245,23,4,2,F,Married,15,P,372.4864791
151649,23,6,2,M,Single,14,P,454.7390152
166650,32,12,2,F,Married,9,P,322.654642
119029,41,23,2,F,Married,14,P,326.3402496
133742,19,0,2,F,Married,12,P,338.227528
151282,25,7,2,F,Married,7,P,348.4781211
134676,23,6,2,F,Married,5,D,645.4350689
117985,16,0,2,F,Married,13,P,213.396302
186726,22,3,2,F,Married,12,P,143.4011115
166223,17,0,2,F,Single,1,D,1498.958037
111459,41,21,2,F,Married,11,P,199.3998978
185075,68,49,2,F,Married,12,P,201.4450651
100566,61,41,2,M,Married,7,P,33.80039913
197186,29,10,2,F,Single,13,P,246.7790164
187201,53,32,2,M,Single,10,P,409.5574213
131190,66,46,2,M,Single,5,P,140.0041326
172184,70,53,2,M,Married,10,P,296.3736051
160013,18,0,2,F,Married,13,P,290.262723
155825,48,30,2,F,Married,9,P,337.8656877
130016,61,42,2,F,Married,10,P,105.9940436
152084,66,48,2,M,Single,3,P,126.4213959
137586,57,38,2,F,Married,8,P,305.4447304
153904,62,42,2,F,Single,12,P,161.0879016
197902,19,2,2,F,Married,10,D,563.5223583
163997,57,39,2,M,Single,13,P,189.3379564
198709,21,3,2,F,Single,13,D,750.1251378
162225,65,46,2,M,Single,6,P,419.9502626
198408,38,21,2,F,Single,6,P,406.4648363
131927,20,2,2,M,Married,11,D,697.5862202
146242,24,6,2,M,Single,15,D,1099.378637
110031,56,35,2,F,Single,9,P,351.3018979
176177,52,33,2,M,Single,3,D,569.9136846
128861,21,3,2,F,Single,12,D,639.4551566
125826,65,46,2,F,Married,4,P,68.62394417
178817,54,35,2,F,Single,2,P,477.0516414
116579,24,6,2,F,Married,8,P,352.411265
151488,39,19,2,M,Single,7,P,448.0344081
171105,24,7,2,M,Single,8,D,848.20531
180305,49,31,2,F,Married,7,P,296.1796164
101692,55,36,2,F,Single,1,D,523.9525796
196635,16,0,2,M,Single,9,D,631.1747614
109945,23,6,2,F,Single,15,D,719.4288199
106867,19,1,2,M,Married,12,P,263.4730577
182370,41,20,2,F,Married,10,P,329.7994814
101763,44,24,2,M,Single,5,D,536.9876034
116168,28,8,2,M,Married,9,P,409.5202285
157510,65,47,2,M,Married,2,P,455.0181933
110661,63,43,2,F,Single,15,P,108.4033084
158372,59,41,2,M,Married,7,P,332.5312112
101665,18,0,2,M,Single,12,D,591.6967258
138404,66,48,2,F,Married,4,P,56.64461393
181720,23,4,2,F,Married,15,P,265.6368544
110298,70,53,2,M,Single,7,P,287.0716344
144397,69,50,2,F,Married,8,P,202.0447247
137286,18,0,2,M,Single,14,D,1027.582618
195431,24,7,2,F,Single,15,D,598.090822
181439,19,1,2,M,Married,11,D,630.4480275
148806,25,6,2,M,Single,13,P,380.4447772
194504,37,20,2,M,Married,2,D,580.4834146
146069,20,1,2,M,Single,13,D,901.0590477
112487,69,48,2,M,Married,5,P,76.74981055
115399,17,0,2,M,Single,9,D,754.2445733
185013,21,2,2,F,Married,12,P,300.6285279
100273,32,11,2,M,Married,11,P,347.442301
109133,52,31,2,M,Single,1,D,796.2903449
140674,65,48,2,F,Single,10,P,216.9588572
114889,66,48,2,F,Married,7,P,70.7391574
104753,47,27,2,F,Married,11,P,159.9424657
194142,30,9,2,M,Single,9,P,465.8489466
106773,44,27,2,F,Married,10,P,336.7475878
156380,35,15,2,F,Married,11,P,140.7193293
110496,39,22,2,M,Married,1,D,551.5416673
143262,22,3,2,F,Married,11,P,221.563228
114531,45,25,2,F,Married,3,P,423.7712298
113460,18,0,2,M,Single,11,P,494.5553381
115254,40,22,2,M,Single,8,P,404.3905315
127846,35,15,2,M,Married,10,P,340.7464028
135522,18,1,2,M,Single,14,D,564.8968135
136743,24,6,2,F,Single,13,D,566.748022
171560,24,5,2,F,Single,14,P,463.9210844
145404,64,43,2,M,Married,6,P,224.7382043
191555,26,8,2,M,Single,4,D,692.8702562
149440,24,5,2,M,Married,5,D,1164.988741
132424,33,14,2,M,Single,8,P,382.3996542
137786,69,49,2,M,Single,3,D,656.1977202
130789,61,42,2,F,Single,10,P,387.259968
198863,61,40,2,M,Single,1,P,321.2791476
197475,42,24,2,F,Married,2,D,604.4075127
156476,25,6,2,F,Single,5,D,805.4390507
108978,56,38,2,F,Single,7,P,374.9310319
114149,40,20,2,M,Married,7,P,347.0980232
187312,16,0,2,F,Single,11,P,407.7216167
190370,38,20,2,M,Married,3,D,671.8734738
147883,38,18,2,F,Married,10,P,344.580356
132547,18,0,2,M,Married,14,P,243.0692844
114281,16,0,2,F,Single,14,D,814.827043
110208,17,0,2,F,Single,11,D,599.7468055
160827,21,2,2,M,Single,12,D,722.9591886
119878,57,39,2,M,Married,9,P,359.0615895
146724,59,38,2,F,Single,14,P,398.7762381
153057,48,29,2,F,Married,2,D,644.8848643
188352,18,0,2,F,Single,13,P,304.9882514
110841,50,33,2,M,Married,3,D,662.9874221
185185,35,15,2,M,Single,13,P,364.3370129
103168,64,47,2,F,Single,10,P,48.64040499
160735,19,2,2,M,Married,15,D,555.6668504
156634,30,10,2,F,Married,3,D,542.4600195
152055,40,22,2,F,Single,7,P,408.5210693
183150,24,7,2,F,Single,15,P,375.1448818
104716,39,19,2,M,Single,1,D,644.7900113
160748,49,31,2,M,Married,4,P,438.0736832
159386,51,31,2,F,Married,13,P,133.6082773
105048,42,22,2,F,Married,0,P,444.2194531
141076,34,13,2,M,Married,6,P,364.1695599
159651,22,4,2,M,Single,14,D,556.8383931
179160,53,35,2,F,Married,15,P,255.9480053
194813,69,49,2,F,Married,0,D,545.8851835
124618,70,53,2,M,Single,14,P,349.0545647
105576,16,0,2,M,Married,6,D,680.6325471
172410,53,33,2,F,Single,12,P,220.8136093
101627,29,12,2,F,Married,11,P,251.8850248
173005,18,0,2,M,Married,13,D,571.9483062
125997,69,52,2,F,Married,4,P,107.3456572
182191,64,46,2,F,Married,6,P,55.11078038
149662,60,39,2,M,Single,1,P,64.58064165
102843,22,4,2,M,Single,1,D,1883.373932
112938,65,45,2,F,Single,10,P,284.4893908
187135,69,51,2,M,Married,10,P,364.1887136
157539,22,3,2,F,Married,13,P,241.6787662
180313,62,45,2,F,Single,6,P,257.2819425
170772,29,11,2,M,Married,12,P,365.509736
151662,45,24,2,F,Single,1,D,526.2110395
148543,30,10,2,F,Single,8,P,492.7189607
172740,22,5,2,M,Married,13,P,419.2947294
172107,70,53,2,F,Single,9,P,246.7127998
150675,36,18,2,F,Married,9,P,326.3205155
116786,22,5,2,M,Single,12,P,316.5447298
161728,70,50,2,M,Married,15,P,186.9770685
154332,35,16,2,M,Married,12,P,292.0929944
103771,18,0,2,M,Single,13,P,463.1947126
193618,57,38,2,M,Single,2,D,554.85812
131079,67,49,2,F,Single,13,P,224.2958682
177548,22,3,2,M,Married,7,P,431.2372528
148740,17,0,2,F,Single,2,D,853.5172334
124517,24,6,2,F,Married,14,P,329.7783553
199598,70,52,2,F,Married,4,P,489.4043716
151169,28,8,2,M,Single,7,P,419.8749439
188070,56,39,2,M,Single,0,D,773.3717502
187693,27,8,2,F,Single,0,D,813.2008888
196073,25,8,2,F,Married,10,P,290.85714
163451,27,10,2,F,Single,10,P,417.5322802
158633,54,35,2,M,Single,0,D,948.961617
130082,48,30,2,M,Single,7,P,418.6160845
110555,17,0,2,M,Married,6,D,704.3709913
169382,62,41,2,M,Single,5,P,274.8170949
155914,44,23,2,M,Married,5,D,627.6014932
140093,25,8,2,M,Single,13,D,578.1605117
130030,47,30,2,F,Single,7,P,378.6471116
128956,62,43,2,M,Married,7,P,305.2483756
167513,43,23,2,M,Single,6,D,530.2998472
102860,24,5,2,M,Single,11,D,868.1959057
169726,23,6,2,M,Married,8,D,638.5858885
120054,54,37,2,F,Single,15,P,406.7887894
186465,30,11,2,M,Single,6,P,446.4560288
196143,16,0,2,M,Single,14,D,549.6537494
122823,22,5,2,M,Single,11,P,296.909497
173645,19,0,2,F,Married,10,P,322.5251261
106426,69,51,2,F,Married,13,P,63.16716826
155029,64,43,2,F,Married,6,P,175.9839897
107370,16,0,2,F,Single,7,D,740.2205245
169611,19,2,2,M,Single,0,D,2814
193699,61,40,2,F,Single,5,P,152.1417303
147383,24,5,2,M,Single,11,D,741.5099286
115530,66,46,2,F,Single,12,P,78.95193381
166440,66,48,2,M,Single,10,P,203.034266
195258,68,51,2,F,Single,9,P,42.80763176
155413,62,43,2,F,Married,12,P,150.3941983
103182,25,6,2,F,Married,0,P,344.3833581
106285,16,0,2,M,Single,6,D,1026.310667
198178,31,11,2,M,Single,15,P,385.6705408
108985,38,20,2,M,Single,9,P,467.7065653
161526,48,28,2,F,Single,11,P,345.5637767
144736,67,46,2,M,Married,10,P,325.0409191
119499,54,36,2,F,Single,10,P,453.621032
197113,69,48,2,M,Married,8,P,85.12163185
155394,26,6,2,M,Married,11,P,199.3608972
149520,26,6,2,F,Married,4,P,414.0355088
117745,35,18,2,F,Married,7,P,373.5689412
171825,21,2,2,M,Married,14,P,169.3389215
188315,19,2,2,F,Married,15,P,242.3291789
160459,23,6,2,M,Single,7,D,1084.569504
180455,23,5,2,M,Married,11,P,287.2007063
169412,28,7,2,M,Single,4,D,653.7119739
124575,69,52,2,M,Single,0,D,532.616571
146311,39,20,2,M,Married,9,P,394.8217047
171710,45,27,2,F,Single,7,P,411.8218575
159510,35,17,2,F,Married,1,D,595.2500438
170050,46,29,2,M,Single,1,D,861.3950543
195470,69,51,2,M,Married,12,P,110.534983
106337,61,41,2,F,Single,9,P,322.6711304
199358,38,21,2,M,Single,1,D,710.6181282
188721,19,1,2,M,Married,7,D,757.3871116
161579,28,9,2,F,Married,9,P,291.6173826
197421,68,49,2,F,Married,13,P,201.7299071
124248,69,48,2,M,Single,9,P,197.0761174
116735,66,46,2,F,Single,4,P,198.3467374
141477,64,47,2,M,Single,4,P,398.1255067
191968,47,26,2,F,Married,6,P,297.5640493
144076,69,52,2,M,Married,5,P,255.8123577
127794,69,51,2,M,Single,10,P,115.2835278
134484,17,0,2,M,Married,15,P,230.1025724
121925,44,23,2,F,Married,2,P,470.772339
182552,63,46,2,M,Single,5,D,576.3439788
127421,49,31,2,M,Married,8,P,345.8435284
197381,23,6,2,F,Single,15,P,356.4963621
102437,53,33,2,M,Single,0,D,860.7963518
117570,19,1,2,M,Single,14,D,659.8311101
110085,20,2,2,M,Married,14,P,242.9389306
198578,45,24,2,M,Single,14,P,392.9888125
179038,45,25,2,F,Single,14,P,416.0056676
145550,65,44,2,F,Married,2,D,549.8650833
160305,62,41,2,M,Married,13,P,34.18558791
172562,27,7,2,M,Single,1,D,690.8500547
163227,54,33,2,M,Married,13,P,349.3069773
166836,19,2,2,M,Married,14,P,390.4570927
158515,63,42,2,M,Single,7,P,102.0442511
183530,45,27,2,F,Single,8,P,482.675552
192890,19,1,2,F,Married,6,P,287.5581669
179482,52,34,2,M,Married,4,D,554.0828553
144356,17,0,2,M,Single,9,D,797.2267243
164457,37,18,2,M,Single,15,P,489.9230992
101294,54,35,2,F,Married,0,P,488.9204235
181188,24,5,2,M,Married,15,D,685.5472249
172506,52,32,2,F,Single,12,P,137.021926
106735,63,44,2,F,Married,11,P,279.4194643
133848,68,48,2,M,Single,4,P,247.28952
130218,54,36,2,F,Married,0,D,627.0833742
193610,33,16,2,M,Single,2,D,924.3987952
113151,70,49,2,F,Single,7,P,290.5468122
161421,25,6,2,M,Single,11,D,714.116311
107980,47,27,2,F,Married,4,P,354.7019674
113436,33,14,2,M,Single,13,P,246.2217902
198779,62,42,2,M,Married,0,P,201.0919381
116608,66,45,2,F,Single,15,P,135.7872789
135923,68,49,2,F,Single,0,P,103.5921231
179659,62,43,2,M,Married,9,P,116.4320793
157465,42,21,2,F,Single,4,D,683.6721296
185248,27,10,2,M,Single,7,P,423.9501643
139476,67,46,2,F,Single,13,P,103.1529002
160525,22,3,2,M,Married,13,P,343.1106416
197334,50,29,2,F,Married,8,P,314.0491544
142074,47,28,2,M,Single,10,D,528.6512528
123419,56,36,2,F,Married,0,D,517.2785548
181358,20,1,2,M,Single,7,D,1240.961967
140774,70,52,2,M,Married,4,P,286.8812378
193811,65,45,2,M,Married,10,P,293.4708894
152308,65,48,2,M,Single,3,P,89.56574204
171774,27,9,2,M,Married,11,P,232.1488457
154849,20,1,2,F,Married,13,P,338.3642916
151470,64,45,2,F,Single,10,P,160.6994065
112803,55,36,2,M,Married,11,P,225.4633325
112732,68,50,2,M,Single,6,P,45.97570117
178342,64,46,2,F,Single,2,P,196.2813898
144185,16,0,2,F,Married,3,P,382.2013599
156228,56,37,2,F,Married,3,P,448.4698573
103353,70,49,2,F,Married,14,P,62.20126455
153078,70,49,2,M,Married,7,P,48.7363347
140410,52,34,2,M,Single,2,D,603.0119453
175232,54,34,2,F,Single,1,D,685.0277859
108550,22,3,2,F,Married,6,P,384.1372989
185968,67,49,2,M,Married,1,P,499.0143263
136851,63,44,2,M,Married,14,P,58.11371062
175417,16,0,2,F,Married,13,P,245.5514543
140122,16,0,2,M,Single,12,D,663.3554871
129017,53,32,2,M,Single,8,P,378.9284189
152657,38,17,2,M,Married,12,P,123.8587097
174811,60,40,2,F,Married,9,P,142.7739137
164350,21,4,2,M,Single,12,D,781.2241448
151171,61,44,2,M,Single,12,P,395.0740598
196300,47,26,2,F,Married,9,P,331.0313176
118015,70,49,2,M,Married,7,P,80.24221083
191627,28,9,2,F,Single,12,P,156.9877317
125744,39,18,2,F,Single,13,P,166.9814039
164160,51,33,2,M,Single,4,D,667.3091222
148411,19,0,2,M,Married,13,P,257.8478061
192465,55,37,2,F,Married,5,P,492.963983
100563,24,5,2,M,Single,14,D,934.7447209
125089,48,31,2,M,Single,8,D,509.3666843
141320,44,25,2,F,Single,0,D,904.6842247
176012,53,35,2,M,Married,3,P,432.6201947
170705,59,40,2,F,Married,3,D,634.5363021
152452,18,0,2,M,Married,14,P,422.0503089
180437,39,22,2,M,Single,1,D,530.6876262
162938,48,29,2,F,Single,5,D,675.685326
191541,45,27,2,F,Married,11,P,134.267431
117176,52,34,2,M,Married,13,P,281.6759718
127469,45,24,2,F,Single,3,D,769.072315
127819,46,28,2,F,Married,12,P,221.3601744
122538,46,27,2,M,Married,9,P,386.3281397
177435,62,45,2,M,Single,6,P,380.2629278
132714,62,44,2,F,Single,0,P,456.9286682
102952,25,6,2,M,Single,1,D,1313.38813
116550,25,6,2,F,Married,15,P,328.4621503
190339,17,0,2,M,Single,11,D,662.7873582
196340,62,44,2,F,Single,8,P,418.2324464
144816,33,16,2,F,Married,9,P,362.8138301
115395,38,19,2,M,Married,0,D,506.922688
169076,23,4,2,F,Married,1,P,481.7940738
113284,49,30,2,M,Single,10,P,491.907308
166756,18,1,2,F,Single,12,D,573.0557924
195739,27,8,2,F,Single,0,P,461.2807466
103553,69,50,2,M,Single,15,P,316.5217782
199879,21,3,2,M,Married,15,P,283.0848197
139540,21,4,2,F,Single,11,P,447.0450284
180222,39,22,2,F,Single,4,D,544.7799528
100462,66,47,2,F,Married,9,P,29.48296987
160739,23,4,2,F,Married,4,D,524.5472718
129254,41,23,2,M,Single,3,P,491.0277254
146073,25,8,2,M,Married,12,D,586.4575226
105765,21,3,2,F,Single,13,P,474.1410582
126244,66,45,2,F,Married,14,P,90.59799692
145328,68,49,2,M,Single,11,P,267.943607
111474,45,27,2,F,Married,9,P,341.9799628
100630,70,49,2,M,Single,12,P,44.64055267
196503,21,4,2,F,Married,15,P,319.286823
104732,36,15,2,F,Married,9,P,346.1261774
141386,63,42,2,F,Single,12,P,129.5973895
166742,55,35,2,M,Single,9,D,509.4627758
144787,33,15,2,F,Single,15,P,437.9020483
180488,64,44,2,F,Married,3,P,342.3560723
153587,23,4,2,F,Married,15,P,412.5617816
173739,62,43,2,M,Married,10,P,246.9965913
140976,24,6,2,F,Married,12,P,108.3392623
123757,34,17,2,M,Single,13,P,201.5720329
154193,24,7,2,F,Single,8,D,663.9160877
168419,33,12,2,M,Married,10,P,351.3479905
196484,38,19,2,M,Married,4,P,360.2925308
198997,66,48,2,F,Single,13,P,50.2255099
170804,69,51,2,M,Married,14,P,67.45867564
134066,60,43,2,F,Single,15,P,19.3055825
106694,16,0,2,M,Married,9,D,539.2670892
172114,39,20,2,F,Single,8,P,399.5714797
109204,27,9,2,M,Single,8,P,381.18968
105817,63,44,2,F,Single,8,P,424.4147273
126242,61,44,2,M,Married,6,P,310.4345511
158449,69,49,2,F,Single,6,P,172.3857854
122575,69,49,2,F,Married,7,P,140.8741022
139944,56,35,2,M,Single,14,P,329.831764
130633,41,21,2,F,Single,13,P,150.4155806
128995,64,43,2,M,Single,15,P,50.57339885
121909,53,34,2,F,Married,9,P,282.4691551
176183,52,33,2,F,Married,1,D,662.8956138
194863,22,4,2,M,Single,14,P,478.234253
164723,69,49,2,M,Married,3,P,85.7968658
171093,44,26,2,M,Married,1,P,390.1296231
143585,21,3,2,M,Married,7,D,800.2390702
111930,48,28,2,M,Single,3,D,656.8840275
115611,23,4,2,M,Married,11,P,403.0817042
171375,58,40,2,M,Single,8,P,489.6712881
105942,60,43,2,F,Married,13,P,109.2549184
107571,24,6,2,F,Single,5,D,1167.922229
115111,63,45,2,M,Married,7,P,305.7939811
132327,37,16,2,F,Single,1,D,662.5605733
102775,68,47,2,F,Single,14,P,301.4452901
106613,68,49,2,M,Single,3,P,338.9155024
101826,24,5,2,F,Married,12,P,260.016964
170699,51,30,2,F,Single,14,P,311.0094363
132737,69,49,2,F,Single,8,P,97.16610705
130887,24,6,2,M,Single,12,D,876.8373128
154317,56,36,2,F,Single,6,P,364.958553
163002,23,5,2,F,Married,12,P,334.4644319
150449,32,11,2,F,Single,12,P,264.7846314
179726,17,0,2,M,Married,7,P,450.1794072
185058,44,24,2,M,Single,7,P,447.5415679
118109,19,2,2,M,Single,11,D,817.0889534
194606,66,47,2,F,Married,10,P,204.3919559
142037,18,0,2,F,Married,13,P,146.1876575
197341,18,0,2,F,Single,8,D,703.7133256
135972,46,25,2,F,Married,3,P,414.6760995
169517,22,5,2,F,Married,13,P,493.7547271
181679,32,13,2,F,Single,13,P,339.7074083
163160,68,47,2,M,Single,6,P,292.4898702
103757,67,46,2,M,Married,12,P,22.4023338
148211,51,31,2,M,Single,10,D,500.4022292
134279,21,4,2,F,Married,12,P,197.2533859
138496,45,26,2,M,Single,3,P,400.765589
126383,44,23,2,M,Married,8,P,379.0301602
117605,58,38,2,M,Married,12,P,190.4604887
170778,69,50,2,M,Single,15,P,465.7644331
184004,42,21,2,M,Married,12,P,286.71261
197447,65,45,2,F,Single,10,P,298.9834019
153925,62,43,2,F,Married,13,P,123.8890856
172404,60,40,2,F,Single,12,P,271.1036119
161845,56,35,2,F,Married,6,P,367.5815434
150235,39,21,2,M,Single,7,P,467.7115021
118396,25,7,2,M,Married,11,D,694.561926
179121,21,4,2,M,Single,13,D,744.6703098
104814,33,12,2,M,Single,10,P,490.2322292
111331,45,26,2,M,Married,11,P,356.1514895
123990,69,52,2,F,Single,6,P,448.4012457
164530,53,32,2,M,Married,1,D,620.8278988
161053,59,40,2,M,Single,1,D,712.7631408
187466,20,1,2,M,Married,7,D,543.9432608
145283,19,2,2,M,Single,11,D,925.0132734
166965,29,12,2,F,Single,15,P,471.1708052
153236,46,27,2,M,Married,15,P,190.1974887
103922,22,3,2,F,Married,15,P,330.295575
182799,28,9,2,M,Married,14,P,323.9466932
141485,38,21,2,M,Married,7,P,377.7103177
158633,23,6,2,M,Married,15,P,336.3698196
196695,20,3,2,F,Married,15,P,289.2416865
119856,64,47,2,F,Married,11,P,16.61784175
120132,24,5,2,M,Married,12,P,229.1217479
145564,23,6,2,F,Married,15,P,325.4021154
123680,69,52,2,F,Married,0,P,490.8277044
143546,21,2,2,M,Married,15,P,283.3502652
109348,17,0,2,M,Married,13,P,232.6281293
134903,46,26,2,F,Single,13,P,396.4820768
119068,20,1,2,F,Single,14,P,265.1163252
161458,48,27,2,F,Single,11,P,390.9019909
191104,57,39,2,M,Single,2,D,506.7966527
137538,62,41,2,F,Single,0,P,194.188239
188907,38,19,2,M,Married,7,P,352.5256432
123531,62,44,2,M,Single,8,P,178.3216863
127482,20,1,2,M,Single,12,D,621.8172611
141122,67,46,2,M,Single,12,P,203.9843161
152196,31,14,2,F,Married,1,D,509.4617109
183463,65,48,2,M,Single,6,P,148.1187688
153102,16,0,2,M,Married,11,P,374.3379542
161436,64,47,2,F,Single,1,D,502.643824
158718,43,22,2,F,Married,6,P,279.8884006
112839,17,0,2,M,Married,13,D,643.1122901
105157,30,12,2,M,Single,7,P,473.1793042
123482,27,7,2,F,Single,9,P,431.4405981
157038,40,21,2,F,Married,7,P,335.6067935
178976,67,49,2,F,Single,3,P,253.2816075
156002,51,33,2,F,Single,6,P,369.9864994
105117,67,48,2,M,Single,14,P,196.8111414
108779,59,41,2,F,Single,13,P,316.9793543
137741,60,42,2,F,Married,13,P,24.50552264
114977,45,25,2,F,Married,6,P,338.295675
127432,19,1,2,F,Single,15,P,405.5768507
104075,24,6,2,F,Single,6,D,780.667958
134218,45,28,2,M,Single,4,D,896.7392544
179012,25,8,2,M,Single,3,D,2879
121591,62,44,2,M,Single,7,P,143.5748367
112145,43,22,2,M,Single,11,P,224.6955736
103951,69,51,2,F,Single,2,P,231.4608776
186838,16,0,2,F,Married,12,P,479.370976
123743,25,6,2,M,Single,10,D,790.9371839
158241,25,8,2,F,Married,11,P,111.6679556
126648,66,46,2,F,Single,10,P,44.8549712
190540,30,13,2,F,Single,7,P,396.435747
122577,35,14,2,F,Married,9,P,293.3026507
112717,20,2,2,M,Single,6,D,747.1602793
173603,26,7,2,F,Single,8,P,376.2800309
167642,37,17,2,F,Single,12,P,397.7075707
176955,65,47,2,M,Single,10,P,43.90765359
114391,40,22,2,M,Married,15,P,319.7404011
147082,18,1,2,M,Married,14,P,380.1822674
148430,61,40,2,M,Single,6,P,96.69153093
159161,48,30,2,F,Single,4,D,710.1964161
123887,62,45,2,M,Married,9,P,307.2162304
149269,69,51,2,F,Married,9,P,68.62782962
148111,52,33,2,M,Single,7,D,507.8694992
109686,66,47,2,F,Single,1,P,246.7029727
169527,52,32,2,M,Single,1,P,413.7544243
134255,32,11,2,M,Single,9,P,415.6980603
113488,22,5,2,F,Married,14,P,205.7011349
114424,67,46,2,F,Single,14,P,247.3375139
175968,19,0,2,M,Married,5,D,783.0149197
118484,65,48,2,F,Single,3,P,308.462944
171107,18,0,2,F,Single,7,D,763.8953612
112823,68,48,2,F,Single,7,P,38.31712094
159367,23,5,2,M,Married,13,D,509.1251757
195932,23,6,2,M,Married,3,D,886.1880093
110871,19,2,2,F,Single,13,P,484.1244503
154704,19,0,2,M,Married,2,D,678.7030456
157932,37,16,2,F,Married,11,P,317.2610036
141826,70,52,2,M,Single,15,P,71.14057848
144857,61,42,2,F,Single,6,P,325.964527
184204,28,7,2,F,Single,8,P,387.1835882
140122,24,6,2,M,Married,14,P,246.9232925
102755,48,28,2,F,Single,0,D,796.5701342
159058,70,53,2,M,Married,15,P,63.50212418
101432,58,37,2,M,Married,1,P,450.3063337
184138,17,0,2,F,Married,7,P,243.6923338
123781,42,25,2,M,Married,1,P,402.0085932
187221,48,28,2,M,Single,9,D,503.8264386
109388,23,4,2,F,Married,15,P,265.5556163
123921,21,2,2,M,Single,15,D,523.0865746
112786,17,0,2,M,Married,1,D,721.3547276
150589,47,29,2,M,Single,15,P,410.7083923
159188,65,46,2,F,Married,6,P,200.7420917
144713,21,2,2,M,Single,12,D,926.8695021
170235,70,49,2,F,Married,1,P,352.2486719
139513,58,40,2,F,Married,0,D,675.052376
156850,30,9,2,F,Single,13,P,272.3988253
169584,24,6,2,M,Single,5,D,899.4357777
182583,18,0,2,M,Married,12,D,631.3421248
143333,60,41,2,F,Married,8,P,311.4301899
118394,51,33,2,F,Single,7,P,378.7651634
105130,25,8,2,F,Single,0,D,1021.639065
105145,18,1,2,M,Single,15,D,547.0661173
100128,25,8,2,M,Single,9,D,1121.372912
138937,25,6,2,M,Single,11,D,1008.820062
187602,35,15,2,F,Single,3,P,356.9179157
139004,24,5,2,F,Single,15,P,259.7794723
164991,43,26,2,F,Single,10,P,384.506558
176412,62,43,2,M,Single,12,P,176.0482467
180886,18,0,2,F,Single,8,D,642.8128637
108871,38,18,2,M,Married,6,P,378.0871083
136762,23,4,2,F,Single,14,D,688.7446412
101880,19,1,2,M,Single,15,P,304.9770159
108926,57,36,2,F,Married,3,P,442.2950584
174109,35,18,2,F,Married,8,P,324.8720717
170159,67,47,2,F,Single,11,P,329.8879277
115261,68,51,2,F,Single,9,P,340.4844834
116039,39,19,2,M,Single,10,P,478.1855179
189218,60,39,2,M,Single,9,P,210.8084136
137380,67,50,2,M,Married,9,P,115.3953038
102284,21,3,2,F,Single,11,D,774.9606361
184484,63,45,2,F,Married,12,P,180.0690882
176182,22,3,2,F,Married,15,P,276.3948562
166634,68,51,2,M,Married,5,P,57.11119396
100459,46,25,2,M,Single,1,D,944.0640569
147616,57,40,2,M,Married,15,P,203.3260782
175469,23,5,2,F,Married,9,P,301.0322857
147552,19,2,2,F,Single,9,D,874.335659
